skill_id,suffix
SK066951,MED
SK066950,MIN
SK066957,MED
SK066956,MED
SK212887,MED
SK212885,MED
SK212895,MED
SK212891,LOW
SK212894,LOW
SK212882,MED
SK212886,LOW
SK212896,MED
SK229556,MED
SK229551,LOW
SK229560,LOW
SK229553,MIN
SK201522,MED
SK201524,LOW
SK201531,MED
SK201527,MED
SK076799,LOW
SK076801,MIN
SK076792,LOW
SK076803,MIN
SK076798,MIN
SK076804,MIN
SK120281,ADV
SK120286,LOW
SK120291,ADV
SK120294,LOW
SK120284,HIG
SK120280,MED
SK120282,ADV
SK120288,MED
SK120293,MED
SK225755,MED
SK128580,HIG
SK128577,MED
SK128572,MED
SK128571,MED
SK128574,HIG
SK128578,HIG
SK128575,MED
SK128573,ADV
SK128566,ADV
SK128570,MED
SK128567,HIG
SK128576,HIG
SK128579,MED
SK128568,HIG
SK036392,MED
SK036395,MIN
SK036390,HIG
SK036397,MED
SK036393,LOW
SK036394,HIG
SK036399,MIN
SK036410,MIN
SK036408,LOW
SK036406,LOW
SK036416,LOW
SK036402,MED
SK133988,MED
SK133983,MIN
SK133989,HIG
SK133995,MIN
SK133993,MED
SK133944,HIG
SK133937,HIG
SK039198,MIN
SK221419,MED
SK221427,MED
SK221397,LOW
SK221398,MED
SK221395,MED
SK221392,LOW
